"sample_id","post_relatedness_lower","post_relatedness_med","post_relatedness_upper","post_relatedness_mean"
"IM-23-120-IBNC",0.301302719861269,0.382147073745728,0.5287482842803,0.387816261656582
"IM-23-120-INSC",0.113218436948955,0.475832521915436,0.658652283251285,0.4438708723858
"IM-23-120-JCSB",0.327176316082478,0.48624013364315,0.630717705190182,0.485415140986443
"IM-23-120-JFXY",NA,NA,NA,NA
"IM-23-120-JGUR",0.641176222264767,0.724230766296387,0.857166799902916,0.733651590794325
"IM-23-120-JHSR",0.0878049517050385,0.173472464084625,0.277035532146692,0.176543805496767
"IM-23-120-JJDZ",NA,NA,NA,NA
"IM-23-120-JPRR",0.0448130592703819,0.125780291855335,0.227957781404257,0.129015110101784
"IM-23-120-KAYR",NA,NA,NA,NA
"IM-23-120-KIHV",0.850724959373474,0.940366834402084,0.975650483369827,0.932712971772018
"IM-23-120-KJBB",0.99426506459713,0.996826887130737,0.996848881244659,0.996483331918716
"IM-23-120-KKWL",NA,NA,NA,NA
"IM-23-120-KPZK",NA,NA,NA,NA
"IM-23-120-KSRI",0.401878205686808,0.502139538526535,0.743839691579342,0.53403112834692
"IM-23-120-KVYX",NA,NA,NA,NA
"IM-23-120-LAPH",0.0141812086105347,0.0555985923856497,0.123614407889545,0.0592473371869419
"IM-23-120-LDKS",0.339600095897913,0.435022249817848,0.538959603011608,0.436167873248458
"IM-23-120-LGRX",0.0234139760956168,0.082482285797596,0.170003999769688,0.0862080762919504
"IM-23-120-LZFX",NA,NA,NA,NA
"IM-23-120-MCBK",NA,NA,NA,NA
"IM-23-120-MHCH",0.154310235008597,0.267310097813606,0.382506593316793,0.268613177921623
"IM-23-120-MIUG",0.129349334165454,0.230933398008347,0.339702661335468,0.231753852174152
"IM-23-120-MRVB",0.0467348830774426,0.216080024838448,0.4062376126647,0.217182292424608
"IM-23-120-MSIC",0.453856205940247,0.569682896137238,0.76546895802021,0.575099188581109
"IM-23-120-MTOL",0.440430498123169,0.542457163333893,0.757925234735012,0.568582017019391
"IM-23-120-NDAD",0.0235471760854125,0.0843059718608856,0.193763367831707,0.090507302865386
"IM-23-120-NPVB",0.0565490162931383,0.182808920741081,0.348734325170517,0.179040964598767
"IM-23-120-NYRL",0.0333369225263596,0.103973269462585,0.194905768707395,0.106985907529714
"IM-23-120-OCTB",0.956400036811829,0.956400036811829,0.956400036811829,0.956400036811829
"IM-23-120-ODBS",0.0189449373632669,0.0702817849814892,0.154593995958567,0.0751510834724177
"IM-23-120-OKBU",0.857192519307137,0.926314115524292,0.976763755083084,0.923925872920321
"IM-23-120-OQVN",NA,NA,NA,NA
"IM-23-120-OXFO",0.535258270800114,0.600350975990295,0.682055269181728,0.601719415426254
"IM-23-120-OXUG",NA,NA,NA,NA
"IM-23-120-PRVH",0.48122423440218,0.621536046266556,0.801964953541756,0.627438607349992
"IM-23-120-PVGK",NA,NA,NA,NA
"IM-23-120-QGSV",NA,NA,NA,NA
"IM-23-120-QIII",0.0939033966511488,0.241770394146442,0.397232007980347,0.248177775299177
"IM-23-120-QVPS",0.326010876893997,0.415751695632935,0.659749136865139,0.440607272423804
"IM-23-120-QZKB",NA,NA,NA,NA
"IM-23-120-RHHW",0.375707044452429,0.489372313022614,0.617348870635032,0.492279416255653
"IM-23-120-RQSL",0.434240734577179,0.553220897912979,0.7692726328969,0.560244154706597
"IM-23-120-RUUG",0.250462482124567,0.342500373721123,0.516071903705597,0.357949184522033
"IM-23-120-RYMY",NA,NA,NA,NA
